Year,Region,Indicator,Characteristic,Age,Cases,Rate,RSE,LowerConfidenceInterval,UpperConfidenceInterval,Denominator
2003-2004,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,15 to 19,12,10.7,27.3,5,16.4,112
2003-2004,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,15 to 19,205,2.6,6.9,2.2,2.9,"7,930"
2003-2004,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,20 to 24,31,27.7,15.3,19.4,36,112
2003-2004,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,20 to 24,900,11.3,3.1,10.6,12,"7,930"
2003-2004,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,25 to 29,30,26.8,15.6,18.6,35,112
2003-2004,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,25 to 29,"2,158",27.2,1.8,26.2,28.2,"7,930"
2003-2004,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,30 to 34,27,24.1,16.8,16.2,32,112
2003-2004,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,30 to 34,"2,961",37.3,1.5,36.3,38.4,"7,930"
2003-2004,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,35+,12,10.7,27.3,5,16.4,112
2003-2004,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,35+,"1,706",21.5,2.1,20.6,22.4,"7,930"
2005-2006,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,15 to 19,13,8.4,26.5,4,12.8,155
2005-2006,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,15 to 19,207,2.4,6.9,2.1,2.8,"8,528"
2005-2006,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,20 to 24,44,28.4,12.8,21.3,35.5,155
2005-2006,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,20 to 24,915,10.7,3.1,10.1,11.4,"8,528"
2005-2006,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,25 to 29,43,27.7,13,20.7,34.8,155
2005-2006,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,25 to 29,"2,248",26.4,1.8,25.4,27.3,"8,528"
2005-2006,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,30 to 34,33,21.3,15.4,14.8,27.7,155
2005-2006,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,30 to 34,"3,130",36.7,1.4,35.7,37.7,"8,528"
2005-2006,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,35+,22,14.2,19.7,8.7,19.7,155
2005-2006,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,35+,"2,028",23.8,1.9,22.9,24.7,"8,528"
2007-2008,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,15 to 19,25,18,18.1,11.6,24.4,139
2007-2008,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,15 to 19,184,2,7.3,1.7,2.3,"9,095"
2007-2008,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,20 to 24,35,25.2,14.6,18,32.4,139
2007-2008,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,20 to 24,951,10.5,3.1,9.8,11.1,"9,095"
2007-2008,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,25 to 29,34,24.5,14.9,17.3,31.6,139
2007-2008,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,25 to 29,"2,425",26.7,1.7,25.8,27.6,"9,095"
2007-2008,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,30 to 34,24,17.3,18.6,11,23.6,139
2007-2008,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,30 to 34,"3,245",35.7,1.4,34.7,36.7,"9,095"
2007-2008,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,35+,21,15.1,20.1,9.2,21.1,139
2007-2008,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,35+,"2,290",25.2,1.8,24.3,26.1,"9,095"
2009-2010,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,15 to 19,27,21.3,17.1,14.1,28.4,127
2009-2010,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,15 to 19,183,1.9,7.3,1.6,2.2,"9,574"
2009-2010,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,20 to 24,46,36.2,11.8,27.9,44.6,127
2009-2010,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,20 to 24,921,9.6,3.1,9,10.2,"9,574"
2009-2010,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,25 to 29,29,22.8,16.3,15.5,30.1,127
2009-2010,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,25 to 29,"2,577",26.9,1.7,26,27.8,"9,574"
2009-2010,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,30 to 34,12,9.4,27.5,4.4,14.5,127
2009-2010,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,30 to 34,"3,467",36.2,1.4,35.2,37.2,"9,574"
2009-2010,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,35+,13,10.2,26.3,5,15.5,127
2009-2010,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,35+,"2,426",25.3,1.8,24.5,26.2,"9,574"
2011-2012,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,15 to 19,27,16.2,17.6,10.6,21.8,167
2011-2012,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,15 to 19,180,1.8,7.4,1.6,2.1,"9,762"
2011-2012,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,20 to 24,33,19.8,15.6,13.7,25.8,167
2011-2012,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,20 to 24,924,9.5,3.1,8.9,10,"9,762"
2011-2012,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,25 to 29,50,29.9,11.8,23,36.9,167
2011-2012,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,25 to 29,"2,609",26.7,1.7,25.8,27.6,"9,762"
2011-2012,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,30 to 34,31,18.6,16.2,12.7,24.5,167
2011-2012,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,30 to 34,"3,636",37.2,1.3,36.3,38.2,"9,762"
2011-2012,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,35+,26,15.6,18,10.1,21.1,167
2011-2012,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,35+,"2,413",24.7,1.8,23.9,25.6,"9,762"
2013-2014,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,15 to 19,18,9.7,22.4,5.5,14,185
2013-2014,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,15 to 19,151,1.4,8.1,1.2,1.7,"10,500"
2013-2014,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,20 to 24,52,28.1,11.8,21.6,34.6,185
2013-2014,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,20 to 24,847,8.1,3.3,7.6,8.6,"10,500"
2013-2014,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,25 to 29,57,30.8,11,24.2,37.5,185
2013-2014,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,25 to 29,"2,868",27.3,1.6,26.5,28.2,"10,500"
2013-2014,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,30 to 34,35,18.9,15.2,13.3,24.6,185
2013-2014,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,30 to 34,"4,098",39,1.2,38.1,40,"10,500"
2013-2014,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,35+,23,12.4,19.5,7.7,17.2,185
2013-2014,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,35+,"2,536",24.2,1.7,23.3,25,"10,500"
2015-2016,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,15 to 19,16,7.8,24,4.1,11.5,205
2015-2016,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,15 to 19,106,1,9.7,0.8,1.2,"10,798"
2015-2016,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,20 to 24,64,31.2,10.4,24.9,37.6,205
2015-2016,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,20 to 24,823,7.6,3.4,7.1,8.1,"10,798"
2015-2016,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,25 to 29,54,26.3,11.7,20.3,32.4,205
2015-2016,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,25 to 29,"2,779",25.7,1.6,24.9,26.6,"10,798"
2015-2016,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,30 to 34,38,18.5,14.6,13.2,23.9,205
2015-2016,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,30 to 34,"4,360",40.4,1.2,39.4,41.3,"10,798"
2015-2016,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,35+,33,16.1,15.9,11.1,21.1,205
2015-2016,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,35+,"2,730",25.3,1.7,24.5,26.1,"10,798"
2017-2018,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,15 to 19,16,7.3,24.1,3.9,10.8,219
2017-2018,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,15 to 19,85,0.8,10.8,0.7,1,"10,137"
2017-2018,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,20 to 24,50,22.8,12.4,17.3,28.4,219
2017-2018,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,20 to 24,706,7,3.6,6.5,7.5,"10,137"
2017-2018,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,25 to 29,64,29.2,10.5,23.2,35.2,219
2017-2018,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,25 to 29,"2,427",23.9,1.8,23.1,24.8,"10,137"
2017-2018,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,30 to 34,57,26,11.4,20.2,31.8,219
2017-2018,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,30 to 34,"4,123",40.7,1.2,39.7,41.6,"10,137"
2017-2018,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,35+,32,14.6,16.3,9.9,19.3,219
2017-2018,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,35+,"2,796",27.6,1.6,26.7,28.4,"10,137"
2019-2020,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,15 to 19,21,9.3,20.8,5.5,13.1,226
2019-2020,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,15 to 19,96,0.9,10.2,0.8,1.1,"10,228"
2019-2020,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,20 to 24,55,24.3,11.7,18.7,29.9,226
2019-2020,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,20 to 24,595,5.8,4,5.4,6.3,"10,228"
2019-2020,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,25 to 29,75,33.2,9.4,27,39.3,226
2019-2020,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,25 to 29,"2,366",23.1,1.8,22.3,24,"10,228"
2019-2020,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,30 to 34,47,20.8,13,15.5,26.1,226
2019-2020,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,30 to 34,"4,174",40.8,1.2,39.9,41.8,"10,228"
2019-2020,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Aboriginal and Torres Strait Islander,35+,28,12.4,17.7,8.1,16.7,226
2019-2020,ACT,Smoking during pregnancy by age and Aboriginal and Torres Strait Islander Status,Non-Aboriginal or Torres Strait Islander,35+,"2,997",29.3,1.5,28.4,30.2,"10,228"
2001,ACT,Women who gave birth by age,,15 to 19,120,3.1,9,2.6,3.7,"3,811"
2001,ACT,Women who gave birth by age,,20 to 24,484,12.7,4.2,11.6,13.8,"3,811"
2001,ACT,Women who gave birth by age,,25 to 29,"1,171",30.7,2.4,29.3,32.2,"3,811"
2001,ACT,Women who gave birth by age,,30 to 34,"1,276",33.5,2.3,32,35,"3,811"
2001,ACT,Women who gave birth by age,,35 to 39,648,17,3.6,15.8,18.2,"3,811"
2001,ACT,Women who gave birth by age,,40+,112,2.9,9.3,2.4,3.5,"3,811"
2002,ACT,Women who gave birth by age,,15 to 19,140,3.5,8.3,2.9,4.1,"3,982"
2002,ACT,Women who gave birth by age,,20 to 24,481,12.1,4.3,11.1,13.1,"3,982"
2002,ACT,Women who gave birth by age,,25 to 29,"1,181",29.7,2.4,28.2,31.1,"3,982"
2002,ACT,Women who gave birth by age,,30 to 34,"1,383",34.7,2.2,33.2,36.2,"3,982"
2002,ACT,Women who gave birth by age,,35 to 39,643,16.1,3.6,15,17.3,"3,982"
2002,ACT,Women who gave birth by age,,40+,154,3.9,7.9,3.3,4.5,"3,982"
2003,ACT,Women who gave birth by age,,15 to 19,110,2.7,9.4,2.2,3.2,"4,054"
2003,ACT,Women who gave birth by age,,20 to 24,485,12,4.3,11,13,"4,054"
2003,ACT,Women who gave birth by age,,25 to 29,"1,123",27.7,2.5,26.3,29.1,"4,054"
2003,ACT,Women who gave birth by age,,30 to 34,"1,512",37.3,2,35.8,38.8,"4,054"
2003,ACT,Women who gave birth by age,,35 to 39,685,16.9,3.5,15.7,18,"4,054"
2003,ACT,Women who gave birth by age,,40+,139,3.4,8.3,2.9,4,"4,054"
2004,ACT,Women who gave birth by age,,15 to 19,107,2.7,9.5,2.2,3.2,"4,018"
2004,ACT,Women who gave birth by age,,20 to 24,449,11.2,4.4,10.2,12.2,"4,018"
2004,ACT,Women who gave birth by age,,25 to 29,"1,073",26.7,2.6,25.3,28.1,"4,018"
2004,ACT,Women who gave birth by age,,30 to 34,"1,488",37,2.1,35.5,38.5,"4,018"
2004,ACT,Women who gave birth by age,,35 to 39,742,18.5,3.3,17.3,19.7,"4,018"
2004,ACT,Women who gave birth by age,,40+,159,4,7.8,3.4,4.6,"4,018"
2005,ACT,Women who gave birth by age,,15 to 19,114,2.7,9.2,2.2,3.2,"4,221"
2005,ACT,Women who gave birth by age,,20 to 24,469,11.1,4.4,10.2,12.1,"4,221"
2005,ACT,Women who gave birth by age,,25 to 29,"1,113",26.4,2.6,25,27.7,"4,221"
2005,ACT,Women who gave birth by age,,30 to 34,"1,554",36.8,2,35.4,38.3,"4,221"
2005,ACT,Women who gave birth by age,,35 to 39,817,19.4,3.1,18.2,20.6,"4,221"
2005,ACT,Women who gave birth by age,,40+,154,3.6,7.9,3.1,4.2,"4,221"
2006,ACT,Women who gave birth by age,,15 to 19,106,2.4,9.6,1.9,2.8,"4,480"
2006,ACT,Women who gave birth by age,,20 to 24,490,10.9,4.3,10,11.8,"4,480"
2006,ACT,Women who gave birth by age,,25 to 29,"1,182",26.4,2.5,25.1,27.7,"4,480"
2006,ACT,Women who gave birth by age,,30 to 34,"1,618",36.1,2,34.7,37.5,"4,480"
2006,ACT,Women who gave birth by age,,35 to 39,925,20.6,2.9,19.5,21.8,"4,480"
2006,ACT,Women who gave birth by age,,40+,159,3.5,7.8,3,4.1,"4,480"
2007,ACT,Women who gave birth by age,,15 to 19,118,2.6,9.1,2.1,3.1,"4,544"
2007,ACT,Women who gave birth by age,,20 to 24,499,11,4.2,10.1,11.9,"4,544"
2007,ACT,Women who gave birth by age,,25 to 29,"1,237",27.2,2.4,25.9,28.5,"4,544"
2007,ACT,Women who gave birth by age,,30 to 34,"1,610",35.4,2,34,36.8,"4,544"
2007,ACT,Women who gave birth by age,,35 to 39,899,19.8,3,18.6,20.9,"4,544"
2007,ACT,Women who gave birth by age,,40+,181,4,7.3,3.4,4.6,"4,544"
2008,ACT,Women who gave birth by age,,15 to 19,92,2,10.3,1.6,2.4,"4,715"
2008,ACT,Women who gave birth by age,,20 to 24,489,10.4,4.3,9.5,11.2,"4,715"
2008,ACT,Women who gave birth by age,,25 to 29,"1,227",26,2.5,24.8,27.3,"4,715"
2008,ACT,Women who gave birth by age,,30 to 34,"1,667",35.4,2,34,36.7,"4,715"
2008,ACT,Women who gave birth by age,,35 to 39,"1,039",22,2.7,20.8,23.2,"4,715"
2008,ACT,Women who gave birth by age,,40+,201,4.3,6.9,3.7,4.8,"4,715"
2009,ACT,Women who gave birth by age,,15 to 19,117,2.4,9.1,2,2.9,"4,822"
2009,ACT,Women who gave birth by age,,20 to 24,485,10.1,4.3,9.2,10.9,"4,822"
2009,ACT,Women who gave birth by age,,25 to 29,"1,295",26.9,2.4,25.6,28.1,"4,822"
2009,ACT,Women who gave birth by age,,30 to 34,"1,734",36,1.9,34.6,37.3,"4,822"
2009,ACT,Women who gave birth by age,,35 to 39,985,20.4,2.8,19.3,21.6,"4,822"
2009,ACT,Women who gave birth by age,,40+,206,4.3,6.8,3.7,4.8,"4,822"
2010,ACT,Women who gave birth by age,,15 to 19,93,1.9,10.3,1.5,2.3,"4,899"
2010,ACT,Women who gave birth by age,,20 to 24,483,9.9,4.3,9,10.7,"4,899"
2010,ACT,Women who gave birth by age,,25 to 29,"1,315",26.8,2.4,25.6,28.1,"4,899"
2010,ACT,Women who gave birth by age,,30 to 34,"1,749",35.7,1.9,34.4,37,"4,899"
2010,ACT,Women who gave birth by age,,35 to 39,"1,045",21.3,2.7,20.2,22.5,"4,899"
2010,ACT,Women who gave birth by age,,40+,214,4.4,6.7,3.8,4.9,"4,899"
2011,ACT,Women who gave birth by age,,15 to 19,103,2.2,9.7,1.8,2.6,"4,749"
2011,ACT,Women who gave birth by age,,20 to 24,458,9.6,4.4,8.8,10.5,"4,749"
2011,ACT,Women who gave birth by age,,25 to 29,"1,271",26.8,2.4,25.5,28,"4,749"
2011,ACT,Women who gave birth by age,,30 to 34,"1,723",36.3,1.9,34.9,37.6,"4,749"
2011,ACT,Women who gave birth by age,,35 to 39,968,20.4,2.9,19.2,21.5,"4,749"
2011,ACT,Women who gave birth by age,,40+,226,4.8,6.5,4.2,5.4,"4,749"
2012,ACT,Women who gave birth by age,,15 to 19,104,2,9.7,1.6,2.4,"5,182"
2012,ACT,Women who gave birth by age,,20 to 24,499,9.6,4.3,8.8,10.4,"5,182"
2012,ACT,Women who gave birth by age,,25 to 29,"1,389",26.8,2.3,25.6,28,"5,182"
2012,ACT,Women who gave birth by age,,30 to 34,"1,945",37.5,1.8,36.2,38.8,"5,182"
2012,ACT,Women who gave birth by age,,35 to 39,"1,004",19.4,2.8,18.3,20.4,"5,182"
2012,ACT,Women who gave birth by age,,40+,241,4.7,6.3,4.1,5.2,"5,182"
2013,ACT,Women who gave birth by age,,15 to 19,86,1.6,10.7,1.3,2,"5,270"
2013,ACT,Women who gave birth by age,,20 to 24,447,8.5,4.5,7.7,9.2,"5,270"
2013,ACT,Women who gave birth by age,,25 to 29,"1,429",27.1,2.3,25.9,28.3,"5,270"
2013,ACT,Women who gave birth by age,,30 to 34,"2,023",38.4,1.7,37.1,39.7,"5,270"
2013,ACT,Women who gave birth by age,,35 to 39,"1,051",19.9,2.8,18.9,21,"5,270"
2013,ACT,Women who gave birth by age,,40+,234,4.4,6.4,3.9,5,"5,270"
2014,ACT,Women who gave birth by age,,15 to 19,83,1.5,10.9,1.2,1.8,"5,446"
2014,ACT,Women who gave birth by age,,20 to 24,457,8.4,4.5,7.7,9.1,"5,446"
2014,ACT,Women who gave birth by age,,25 to 29,"1,509",27.7,2.2,26.5,28.9,"5,446"
2014,ACT,Women who gave birth by age,,30 to 34,"2,117",38.9,1.7,37.6,40.2,"5,446"
2014,ACT,Women who gave birth by age,,35 to 39,"1,033",19,2.8,17.9,20,"5,446"
2014,ACT,Women who gave birth by age,,40+,247,4.5,6.2,4,5.1,"5,446"
2015,ACT,Women who gave birth by age,,15 to 19,69,1.3,12,1,1.6,"5,437"
2015,ACT,Women who gave birth by age,,20 to 24,462,8.5,4.5,7.8,9.2,"5,437"
2015,ACT,Women who gave birth by age,,25 to 29,"1,418",26.1,2.3,24.9,27.2,"5,437"
2015,ACT,Women who gave birth by age,,30 to 34,"2,160",39.7,1.7,38.4,41,"5,437"
2015,ACT,Women who gave birth by age,,35 to 39,"1,077",19.8,2.7,18.8,20.9,"5,437"
2015,ACT,Women who gave birth by age,,40+,251,4.6,6.2,4.1,5.2,"5,437"
2016,ACT,Women who gave birth by age,,15 to 19,53,0.9,13.7,0.7,1.2,"5,591"
2016,ACT,Women who gave birth by age,,20 to 24,427,7.6,4.7,6.9,8.3,"5,591"
2016,ACT,Women who gave birth by age,,25 to 29,"1,422",25.4,2.3,24.3,26.6,"5,591"
2016,ACT,Women who gave birth by age,,30 to 34,"2,242",40.1,1.6,38.8,41.4,"5,591"
2016,ACT,Women who gave birth by age,,35 to 39,"1,210",21.6,2.5,20.6,22.7,"5,591"
2016,ACT,Women who gave birth by age,,40+,237,4.2,6.4,3.7,4.8,"5,591"
2017,ACT,Women who gave birth by age,,15 to 19,54,1,13.5,0.8,1.3,"5,295"
2017,ACT,Women who gave birth by age,,20 to 24,383,7.2,4.9,6.5,7.9,"5,295"
2017,ACT,Women who gave birth by age,,25 to 29,"1,276",24.1,2.4,23,25.2,"5,295"
2017,ACT,Women who gave birth by age,,30 to 34,"2,139",40.4,1.7,39.1,41.7,"5,295"
2017,ACT,Women who gave birth by age,,35 to 39,"1,196",22.6,2.5,21.5,23.7,"5,295"
2017,ACT,Women who gave birth by age,,40+,247,4.7,6.2,4.1,5.2,"5,295"
2018,ACT,Women who gave birth by age,,15 to 19,47,0.9,14.5,0.7,1.2,"5,070"
2018,ACT,Women who gave birth by age,,20 to 24,375,7.4,5,6.7,8.1,"5,070"
2018,ACT,Women who gave birth by age,,25 to 29,"1,215",24,2.5,22.8,25.1,"5,070"
2018,ACT,Women who gave birth by age,,30 to 34,"2,047",40.4,1.7,39,41.7,"5,070"
2018,ACT,Women who gave birth by age,,35 to 39,"1,149",22.7,2.6,21.5,23.8,"5,070"
2018,ACT,Women who gave birth by age,,40+,237,4.7,6.3,4.1,5.3,"5,070"
2019,ACT,Women who gave birth by age,,15 to 19,75,1.4,11.5,1.1,1.7,"5,318"
2019,ACT,Women who gave birth by age,,20 to 24,345,6.5,5.2,5.8,7.2,"5,318"
2019,ACT,Women who gave birth by age,,25 to 29,"1,264",23.8,2.5,22.6,24.9,"5,318"
2019,ACT,Women who gave birth by age,,30 to 34,"2,112",39.7,1.7,38.4,41,"5,318"
2019,ACT,Women who gave birth by age,,35 to 39,"1,262",23.7,2.5,22.6,24.9,"5,318"
2019,ACT,Women who gave birth by age,,40+,260,4.9,6,4.3,5.5,"5,318"
2020,ACT,Women who gave birth by age,,15 to 19,42,0.8,15.4,0.6,1.1,"5,139"
2020,ACT,Women who gave birth by age,,20 to 24,306,6,5.5,5.3,6.6,"5,139"
2020,ACT,Women who gave birth by age,,25 to 29,"1,177",22.9,2.6,21.8,24,"5,139"
2020,ACT,Women who gave birth by age,,30 to 34,"2,109",41,1.7,39.7,42.4,"5,139"
2020,ACT,Women who gave birth by age,,35 to 39,"1,235",24,2.5,22.9,25.2,"5,139"
2020,ACT,Women who gave birth by age,,40+,270,5.3,5.9,4.6,5.9,"5,139"
2001,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,449",64.3,1.2,62.7,65.8,"3,811"
2001,ACT,Women who gave birth by method of birth,Instrumental vaginal,0 to 85+,517,13.6,4.1,12.5,14.6,"3,811"
2001,ACT,Women who gave birth by method of birth,Caesarean section,0 to 85+,845,22.2,3,20.8,23.5,"3,811"
2002,ACT,Women who gave birth by method of birth,Unassisted vaginal,0 to 85+,"2,489",62.5,1.2,61,64,"3,982"
